Timestamp	Name	Research highlights	Author(s) (enter names in the order they appear in paper/preprint; PLEASE REFER to Instruction (2) above for the format/punctuation for entering names)	Title	Status	Journal (if accepted/published)	Volume	Year	Pages	DOI (if published online and volume information not available)	URL (web link) of ACCEPTED/PUBLISHED work if provided by the Journal website (preferred), else web-link to the work on arXiV or other repository;  for PREPRINTS:  URL of the preprint on arXiV or other repository. 	More?	Author(s) (enter names in the order they appear in paper/preprint; PLEASE REFER to Instruction (2) above for the format/punctuation for entering names)	Title	Status	Journal (if accepted/published)	Volume	Year	Pages	DOI (if published online and volume information not available)	URL (web link) of ACCEPTED/PUBLISHED work if provided by the Journal website (preferred), else web-link to the work on arXiV or other repository;  for PREPRINTS:  URL of the preprint on arXiV or other repository. 	More?	Author(s) (enter names in the order they appear in paper/preprint; PLEASE REFER to Instruction (2) above for the format/punctuation for entering names)	Title	Status	Journal (if accepted/published)	Volume	Year	Pages	DOI (if published online and volume information not available)	URL (web link) of ACCEPTED/PUBLISHED work if provided by the Journal website (preferred), else web-link to the work on arXiV or other repository;  for PREPRINTS:  URL of the preprint on arXiV or other repository. 	More?	Author(s) (enter names in the order they appear in paper/preprint; PLEASE REFER to Instruction (2) above for the format/punctuation for entering names)	Title	Status	Journal (if accepted/published)	Volume	Year	Pages	DOI (if published online and volume information not available)	URL (web link) of ACCEPTED/PUBLISHED work if provided by the Journal website (preferred), else web-link to the work on arXiV or other repository;  for PREPRINTS:  URL of the preprint on arXiV or other repository. 	More?	Author(s) (enter names in the order they appear in paper/preprint; PLEASE REFER to Instruction (2) above for the format/punctuation for entering names)	Title	Status	Journal (if accepted/published)	Volume	Year	Pages	DOI (if published online and volume information not available)	URL (web link) of ACCEPTED/PUBLISHED work if provided by the Journal website (preferred), else web-link to the work on arXiV or other repository;  for PREPRINTS:  URL of the preprint on arXiV or other repository. 	More?	Author(s) (enter names in the order they appear in paper/preprint; PLEASE REFER to Instruction (2) above for the format/punctuation for entering names)	Title	Status	Journal (if accepted/published)	Volume	Year	Pages	DOI (if published online and volume information not available)	URL (web link) of ACCEPTED/PUBLISHED work if provided by the Journal website (preferred), else web-link to the work on arXiV or other repository;  for PREPRINTS:  URL of the preprint on arXiV or other repository. 	More?	Author(s) (enter names in the order they appear in paper/preprint; PLEASE REFER to Instruction (2) above for the format/punctuation for entering names)	Title	Status	Journal (if accepted/published)	Volume	Year	Pages	DOI (if published online and volume information not available)	URL (web link) of ACCEPTED/PUBLISHED work if provided by the Journal website (preferred), else web-link to the work on arXiV or other repository;  for PREPRINTS:  URL of the preprint on arXiV or other repository. 	More?	Author(s) (enter names in the order they appear in the paper; PLEASE REFER to Instruction (2) in the "Preprints &..." section for the format/punctuation for entering names)	Title of paper	Title of the volume (fill this ONLY if there is a specific descriptive title, which is NOT "Proceedings of the...")	Editors of the volume	Conference publication information (e.g. "Proceedings of the...") 	Publisher	Year	Pages	More?	Author(s) (enter names in the order they appear in the paper; PLEASE REFER to Instruction (2) in the "Preprints &..." section for the format/punctuation for entering names)	Title of paper	Title of the volume (fill this ONLY if there is a specific descriptive title, which is NOT "Proceedings of the...")	Editors of the volume	Conference publication information (e.g. "Proceedings of the...") 	Publisher	Year	Pages	More?	Author(s) (enter names in the order they appear in the paper; PLEASE REFER to Instruction (2) in the "Preprints &..." section for the format/punctuation for entering names)	Title of paper	Title of the volume (fill this ONLY if there is a specific descriptive title, which is NOT "Proceedings of the...")	Editors of the volume	Conference publication information (e.g. "Proceedings of the...") 	Publisher	Year	Pages	More?	Author(s) (enter names in the order they appear in the paper; PLEASE REFER to Instruction (2) in the "Preprints &..." section for the format/punctuation for entering names)	Title of paper	Title of the volume (fill this ONLY if there is a specific descriptive title, which is NOT "Proceedings of the...")	Editors of the volume	Conference publication information (e.g. "Proceedings of the...") 	Publisher	Year	Pages	More?	Author(s) (enter names in the order they appear in the paper; PLEASE REFER to Instruction (2) in the "Preprints &..." section for the format/punctuation for entering names)	Title of paper	Title of the volume (fill this ONLY if there is a specific descriptive title, which is NOT "Proceedings of the...")	Editors of the volume	Conference publication information (e.g. "Proceedings of the...") 	Publisher	Year	Pages	More?	Authors/Editors (enter names in the order they appear in the book; PLEASE REFER to Instruction (2) in the "Preprints &..." section for the format/punctuation for entering names)	Are the above authors or editors?	Book title	Series information (e.g., Lecture Notes in Mathematics, Progress in Mathematics, etc.)	Volume (if book belongs to a series)	Publisher	Year	More?	Authors/Editors (enter names in the order they appear in the book; PLEASE REFER to Instruction (2) in the "Preprints &..." section for the format/punctuation for entering names)	Are the above authors or editors?	Book title	Series information (e.g., Lecture Notes in Mathematics, Progress in Mathematics, etc.)	Volume (if book belongs to a series)	Publisher	Year	More?	Authors/Editors (enter names in the order they appear in the book; PLEASE REFER to Instruction (2) in the "Preprints &..." section for the format/punctuation for entering names)	Are the above authors or editors?	Book title	Series information (e.g., Lecture Notes in Mathematics, Progress in Mathematics, etc.)	Volume (if book belongs to a series)	Publisher	Year	More?	Authors/Editors (enter names in the order they appear in the book; PLEASE REFER to Instruction (2) in the "Preprints &..." section for the format/punctuation for entering names)	Are the above authors or editors?	Book title	Series information (e.g., Lecture Notes in Mathematics, Progress in Mathematics, etc.)	Volume (if book belongs to a series)	Publisher	Year	More?	Authors of the Chapter (enter names in the order they appear in the work; PLEASE REFER to Instruction (2) in the "Preprints &..." section for the format/punctuation for entering names)	Title of the Chapter	Authors/Editors  of the Book (enter names in the order they appear in the book; PLEASE REFER to Instruction (2) in the "Preprints &..." section for the format/punctuation for entering names)	Are those named in the previous field authors or editors?	Book title	Series information (e.g. Lecture Notes in Mathematics, Progress in Mathematics, etc.)	Volume (if book belongs to a series)	Publisher	Year	Pages	More?	Authors of the Chapter (enter names in the order they appear in the work; PLEASE REFER to Instruction (2) in the "Preprints &..." section for the format/punctuation for entering names)	Title of the Chapter	Authors/Editors  of the Book (enter names in the order they appear in the book; PLEASE REFER to Instruction (2) in the "Preprints &..." section for the format/punctuation for entering names)	Are those named in the previous field authors or editors?	Book title	Series information (e.g. Lecture Notes in Mathematics, Progress in Mathematics, etc.)	Volume (if book belongs to a series)	Publisher	Year	Pages	More?	Authors of the Chapter (enter names in the order they appear in the work; PLEASE REFER to Instruction (2) in the "Preprints &..." section for the format/punctuation for entering names)	Title of the Chapter	Authors/Editors  of the Book (enter names in the order they appear in the book; PLEASE REFER to Instruction (2) in the "Preprints &..." section for the format/punctuation for entering names)	Are those named in the previous field authors or editors?	Book title	Series information (e.g. Lecture Notes in Mathematics, Progress in Mathematics, etc.)	Volume (if book belongs to a series)	Publisher	Year	Pages	More?	Authors of the Chapter (enter names in the order they appear in the work; PLEASE REFER to Instruction (2) in the "Preprints &..." section for the format/punctuation for entering names)	Title of the Chapter	Authors/Editors  of the Book (enter names in the order they appear in the book; PLEASE REFER to Instruction (2) in the "Preprints &..." section for the format/punctuation for entering names)	Are those named in the previous field authors or editors?	Book title	Series information (e.g. Lecture Notes in Mathematics, Progress in Mathematics, etc.)	Volume (if book belongs to a series)	Publisher	Year	Pages	More?	Student Name, Institution	Program under which student visited (if any)	Period of visit 	More?	Student Name, Institution	Program under which student visited (if any)	Period of visit 	More?	Student Name, Institution	Program under which student visited (if any)	Period of visit 	More?	Student Name, Institution	Program under which student visited (if any)	Period of visit 	More?	Student Name, Institution	Program under which student visited (if any)	Period of visit 	More?	Student Name, Institution	Program under which student visited (if any)	Period of visit 	More?	Student Name, Institution	Program under which student visited (if any)	Period of visit 	More?	Your role	Granting Agency	Project Title	Period of grant (starting year--closing year)	Grant amount	More?	Your role	Granting Agency	Project Title	Period of grant (starting year--closing year)	Grant amount	More?	Your role	Granting Agency	Project Title	Period of grant (starting year--closing year)	Grant amount	More?	Your role	Granting Agency	Project Title	Period of grant (starting year--closing year)	Grant amount	More?	Awards and honours	Fellowships of Academies, etc.	Membership of Editorial Boards	Activity #1	Activity #2	Activity #3	Activity #4	Activity #1	Activity #2	Activity #3	Activity #4
7/17/2020 11:41:35	R. Venkatesh	(a) Settled the decomposition theorem for G-stable affine Demazure modules for the cases $G = E_6,7,8$ and $F_4$ and thus completed the main theorem of the paper of V. Chari and et al., (J. Algebra, 2016). Obtained a new combinatorial proof for the key fact that was used in  V. Chari and et al., (J. Algebra, 2016) to prove the decomposition of G-stable affine Demazure modules. This key fact was proved by V. Chari and et al., (J. Algebra, 2016) only for the cases when G is the classical types and $G_2$ and they did a case-by-case analysis to prove this. Our new proof is very uniform and avoids the case-by-case analysis and works in general.  (b) Simplified the presentation of all affine Demazure modules of untwisted affine Kac–Moody Lie algebras. Simplifying the generators and relations of these modules is very crucial in their study. We are investigating how to use this simplified presentation of affine Demazure modules to study Schur positivity type questions which arise naturally in Algebraic Combinatorics.   (c) A number of conjectures made about the graded characters affine Demazure modules of affine $sl_3$ using data obtained from SAGE. 										No																																																																					No																																												No																																			No																																		Rohit Kumar, Indian Institute of Science 	KVPY	May–June 2019	No																									Sole investigator	 SERB-MATRICS	Study on the structure theory of Borcherds-Kac-Moody algebras and their subalgebras.	2019-2021	6 Lakhs	Yes	Sole investigator	DST-INPIRE	Inspire faculty award	2016-2021	35 Lakhs	Yes	Sole investigator	 Infosys foundation	Infosys Young Investigator award 	2020-2021	6 Lakhs	No							Associate of the Indian Academy of Sciences (2018-2022), Infosys Young Investigator award from the Infosys foundation, 2020.			Algebra Symposium, Department of Mathematics, IISc, Bangalore, India (February 12, 2020).	Discussion Meeting on Representation Theory 2019, Department of Mathematics, IISc, Bangalore (December 14 - 16, 2019). Partially funded by the UGC-CAS grant.  Two lecture series was delivered by Professor Vyjayanthi Chari (UC Riverside, USA) and Professor Anne Schilling (UC Davis, USA) as part of this discussion meeting.	NCM - Instructional School for Teachers on Analysis and PDE, Department of Mathematics, IISc, Bangalore (May 6 - 18, 2019). 					
7/17/2020 18:29:28	Govindan Rangarajan	We constructed [1] symmetry preserving and symmetry broken N-bright, dark and antidark soliton solutions of a nonlocal nonlinear Schrödinger equation. To obtain these solutions, we used appropriate eigenfunctions in Darboux transformation (DT) method. Further, we derived two dark/antidark soliton solution with the help of DT method. In the dark/antidark soliton solution case we observed a contrasting behaviour between the envelope of the ﬁeld and parity transformed complex conjugate envelope of the ﬁeld. For a particular parametric choice, we got dark (antidark) soliton for the ﬁeld while the parity transformed complex conjugate ﬁeld exhibits antidark (dark) soliton. Due to this surprising result, both the ﬁeld and PT transformed complex conjugate ﬁeld exhibit sixteen different combinations of collision scenario.   We presented observational evidence [2] from studies on primary cortical cultures from AD transgenic mice for significant decrease in total spine density at DIV-15 and onward. This indicates reduction in potential healthy synapses and strength of connections among neurons. Based on this, a network model of neurons was developed, that explains the consequent loss of coordinated activity and transmission efficiency among neurons that manifests over time. The critical time when structural connectivity in the brain undergoes a phase-transition, from initial robustness to irreparable breakdown, is estimated from this model. We also showed how the global efficiency of signal transmission in the network decreases over time. Moreover, the number of multiple paths of high efficiency decreased rapidly as the disease progresses, indicating loss of structural plasticity and inefficiency in choosing alternate paths or desired paths for any pattern of activity. Thus loss of spines caused by β-Amyloid (Aβ) peptide results in disintegration of the neuronal network over time with consequent cognitive dysfunctions in Alzheimer’s Disease (AD).  We investigated [3] the effect of four-wave mixing in the interactions among nonlinear waves such as solitons, breathers, and rogue waves of a coupled generalized nonlinear Schrodinger equation. We explored several interesting results including superposition of breather pulses, increment in the number of breather pulses and in amplitudes of breathers, and rogue waves. By strengthening the four-wave mixing parameter, we observed different transformations that occur between different localized structures. For instance, we visualized a transformation from bright soliton to breather form, bright and dark rogue wave to four-petaled rogue wave structures, four-petaled rogue wave to other rogue wave forms, and so on. Another important observation was that the interaction of a bright soliton with a rogue wave in the presence of the four-wave mixing effect provides interaction between a dark oscillatory soliton and a rogue wave.  [1] Vishnu Priya, N., Senthilvelan, M.,  Rangarajan, G. & Lakshmanan, M. On symmetry preserving and symmetry broken bright, dark and antidark soliton solutions of nonlocal nonlinear Schrödinger equation, Physics Letters A, 383, 15 (2019).   [2] Kashyap, G. A. R. S. R. K., Bapat, D., Das, D., Gowaikar, R. D., Amritkar, R. E., Rangarajan, G., Ravindranath, V. & Ambika, G., Synapse loss and progress of Alzheimer’s disease - A network model, Scientific Reports, 9, 6555 (2019).   [3] Vishnu Priya, N., Senthilvelan, M. &  Rangarajan, G, On the role of four-wave mixing effect in the interactions between nonlinear modes of coupled generalized nonlinear Schrodinger equation, Chaos, 29, 123135 (2019). 	Vishnu Priya, N. and Senthilvelan, M. and  Rangarajan, G. and Lakshmanan, M	On symmetry preserving and symmetry broken bright, dark and antidark soliton solutions of nonlocal nonlinear Schrödinger equation	Published	Physics Letters A	383	2019	15-26			Yes	Kashyap, G. A. R. S. R. K. and Bapat, D. and Das, D. and Gowaikar, R. D. and Amritkar, R. E. and Rangarajan, G. and Ravindranath, V. and Ambika, G	Synapse loss and progress of Alzheimer’s disease - A network model	Published	Scientific Reports	9	2019	6555			Yes	Vishnu Priya, N. and Senthilvelan, M. and Rangarajan, G.	On the role of four-wave mixing effect in the interactions between nonlinear modes of coupled generalized nonlinear Schrodinger equation	Published	Chaos	29	2019	123135			No																																																	No																																												No																																			No																																					No																									Sole investigator	SERB	JC Bose Fellowship	2011-present	80,00,000	Yes	Sole investigator	Broadcom Corporation	Brain Inspired Computing	2017-present	Rs. 1,37,00,000	Yes	Sole investigator	DST	Indo-French Centre for Applied Mathematics Phase II	2018-present	1,03,77,511	Yes	Principal investigator	CNRS, France	Indo-French Centre for Applied Mathematics Phase II	2018-present	Euros 1,68,000 (Rs. 1,34,40,000)	No											
7/17/2020 18:34:33	Ved Datar	In collaboration with Vamsi Pingali [1],  a numerical criteria for the existence of solutions to generalised Monge-Ampere equations is obtained  on projective manifolds. The class of equations studied encompasses certain well known equations such as the $J$-equation and the inverse Hessian equations. In particular, this extends and strengthens the deep result of Gao Chen on the $J$-equation, and also resolves a well-known conjecture of Gabor Szekelyhidi.   In a collaboration with Xin Fu and Jian Song [2], Kahler-Einstein metrics were constructed in the neighbourhoods of isolated log-canonical singularities, and the asymptotics to certain local models were studied. This builds on a program initiated by Kobayashi and others.    In a joint project with Harish Seshadri, a conjecture on the almost rigidity of the complex projective space has been formulated, and is being studied. If solved, this would be a Kahler analog of a famous theorem of Tobias Colding on the almost rigidity of the sphere. While some preliminary results have been obtained, this is still work in progress.  [1] (with Vamsi Pingali) A numerical criterion for generalised Monge-Ampere equations on projective manifolds, arXiv:2006.01530 [2] (with Xin Fu and Jian Song) On the Kahler-Einstein metric near isolated log-canonical singularity,  in  preparation	Datar, Ved and Jacob,Adam and Zhang, Yuguang	Adiabatic limits of anti-self-dual connections on collapsed K3 surfaces	Accepted for publication	Journal of differential geometry					https://arxiv.org/pdf/1809.08583.pdf	Yes	Datar, Ved and Pingali, Vamsi Pritham	On coupled constant scalar curvature Kaehler metrics	Accepted for publication	Journal of symplectic geometry	18	2020			https://arxiv.org/pdf/1901.10454v2.pdf	No																																																											No																																												No																																			No																																		Gobinda Debnath, NIT Agartala	IASc-INSA-NASI Focus Area Science Technology Summer Fellowship	May 15, 2019 - July 15, 2020	No																														No																			Infosys Young Investigator Award										
7/17/2020 19:14:10	Vamsi Pritham Pingali	My research during this period involved proving existence results for geometric PDE conditioned on some necessary and sufficient conditions. In [1], the dHYM equation on three-folds was studied, and in [2] we proved an existence result for the gravitating vortex equation conditioned on a GIT stability condition. In addition, some earlier works [3],[4],[5],[6] were accepted/published during this period.  [1] Pingali, Vamsi Pritham. "The deformed Hermitian Yang-Mills equation on three-folds." arXiv preprint arXiv:1910.01870 (2019). [2] Garcia-Fernandez, Mario, Vamsi Pritham Pingali, and Chengjian Yao. "Gravitating vortices with positive curvature." arXiv preprint arXiv:1911.09616 (2019). [3] PINGALI, V., & VAROLIN, D. (2019). NONUNIFORMLY FLAT AFFINE ALGEBRAIC HYPERSURFACES. Nagoya Mathematical Journal, 1-43. doi:10.1017/nmj.2019.2 (Published online on 2 April  2019) [4] Pingali, Vamsi Pritham. "A vector bundle version of the Monge-Ampère equation." Advances in Mathematics 360 (2020): 106921. (Published online on 22 January 2020) [5] Álvarez-Cónsul, Luis, Mario Garcia-Fernandez, Oscar García-Prada, and Vamsi Pritham Pingali. "Gravitating vortices and the Einstein–Bogomol’nyi equations." Mathematische Annalen (2020): 1-34. (Published online on 20 February 2020) [6] Pingali, Vamsi Pritham. "Quillen metrics and perturbed equations." Letters in Mathematical Physics (2020): 1-15. (Published online on 5 March 2020) 	Pingali, Vamsi Pritham	The deformed Hermitian Yang-Mills equation on three-folds	Preprint						https://arxiv.org/abs/1910.01870	Yes	Garcia-Fernandez, Mario and Pingali, Vamsi Pritham and Yao, Chengjian 	Gravitating vortices with positive curvature	Preprint						https://arxiv.org/abs/1911.09616	Yes	Pingali, Vamsi Pritham and Varolin, Dror	Nonuniformly flat affine algebraic hypersurfaces	Accepted for publication	Nagoya Mathematical Journal				https://doi.org/10.1017/nmj.2019.2	https://www.cambridge.org/core/journals/nagoya-mathematical-journal/article/nonuniformly-flat-affine-algebraic-hypersurfaces/3704C1133CB22A05D7FB13765156FC4E	Yes	Alvarez-Consul, Luis and Garcia-Fernandez, Mario  and García-Prada, Oscar and Pingali, Vamsi Pritham 	Gravitating vortices and the Einstein–Bogomol’nyi equations	Accepted for publication	Mathematische Annalen				https://doi.org/10.1007/s00208-020-01964-z	https://link.springer.com/content/pdf/10.1007/s00208-020-01964-z.pdf	No																																							No																																												No																																			No																																		Arnab Roy, Ramakrishna Mission Residential College	Fellowship from the Indian Academy of Sciences	26 May - 19 July	No																									Sole investigator	SERB	A study of some analytic and computational aspects of Chern-Weil theory	2017-2020	542290	Yes	Sole investigator	Infosys Foundation	Infosys Young Investigator Award	2017-2019	600000	No																Guided the Master's Thesis ("Kahler geometry with a view towards the Calabi conjecture") of Vishnu Nandakumaran of IISER Pune (academic year of 2019-2020)	Visited ICTP as a junior associate during May 2019 and delivered a talk ("A vector bundle version of the Monge-Ampere equation")						
7/19/2020 14:44:07	Basudeb Datta	A semi-regular tiling of the hyperbolic plane is a tessellation by regular geodesic polygons with the property that each vertex has the same vertex-type. Determined combinatorial criteria for the existence, and uniqueness, of a semi-regular tiling with a given vertex-type \ref{bdsg_2019} . 	Datta, B. and Gupta, S.	Semi-regular tilings of the hyperbolic plane \label{bdsg_2019} 	Accepted for publication	Discrete Comput Geom				https://doi.org/10.1007/s00454-019-00156-0	https://doi.org/10.1007/s00454-019-00156-0	Yes	Datta, B. and Sarkar, S.	Equilibrium triangulations of some quasitoric 4-manifolds	Published	Southeast Asian Bull. Math.	44	2020	57--78			Yes	Datta, B. and Maity, D.	Correction to: Semi-equivelar and vertex-transitive maps on the torus	Published	Beitr Algebra Geom	61	2020	187--188			No																																																	No																																												No																																			No																																					No																									Sole investigator	SERB, DST	Minimal and Tight Triangulations of some PL Manifolds	2018--2021	660,000	No																						B. Datta was an member of the Committees for the following: (i)  Promotion of Professor in Mathematics in HAG scale in NIT, Rourkela in November 2018, (ii) Faculty selection for the post of Associate and Assistant Professors in the Department of Mathematics of IIT, Delhi in May, 2019, (iii) Faculty selection in mathematics at NISER, Bhubaneswar in June, 2019.	B. Datta was  examiner for the following PhD theses:  (i) ``Dynamics of maps possessing the almost average shadowing property and variants of transitivity" of Mukta Garg, Univ of Delhi in 2018, (ii) ``On some problems in Algebraic Combinatorics" of Sajal K. Mukherjee, Visva-Bharati University, Santiniketan in 2018 (also the external examiner for the viva-voce examination  in June 2019), (iii) ``Group actions on Dold and Milnor manifolds" of Pinka Dey, IISER Mohali in 2019 (also the external examiner for the viva-voce examination in December 2019), (iv) ``Variants of transitivity, sensitivity and expansivity in non-autonomous discrete systems" of Radhika Vashisht,  Univ. of Delhi in 2020. 						
7/21/2020 17:40:14	E K Narayanan	Positivity properties and asymptotics of Heckman-Opdam hypergeometric functions associated to root system to type BC with non-positive multiplicity functions were studied in detail.										No																																																																					No																																												No																																			No																																					No																									Sole investigator	SERB	Heckman-Opdam hypergeometric functions and harmonic analysis	2019-2022	Six lakhs	No																					Editorial board of the Indian Journal of Pure and Applied Mathematics								
7/23/2020 15:08:43	Soumya Das	Work on the determination of Siegel modular forms by their fundamental Fourier coefficients was done including a mod p version. Study of Fourier coefficients and sup-norms of modular forms was continued.										No																																																																					No																																												No																																			No																																					No																														No																													
7/26/2020 10:03:13	Dilip P. Patil	COMPUTATIONAL ASPECTS OF BURNSIDE RINGS PART II: IMPORTANT MAPS (Jointly Martin  Kreuzer)   The Burnside ring B(G) of a finite group G, a classical tool in the representation theory of finite groups, is studied from the point of view of computational algebra. In the rst part (cf. [8]) we examined the ring theoretic properties of B(G) using the methods of computer algebra. In this part we shift our focus to important maps between two Burnside rings and make several well-known maps of representation theory explicitly computable. The inputs of all our algorithms are the tables of marks of the two groups, and the outputs are matrices of integers representing the maps via their image in the ghost ring. All algorithms have been implemented in the computer algebra system ApCoCoA and are illustrated by applying them to explicit examples. Especially, we study the restriction and induction maps, the projection and in ation maps, the conjugation isomorphism, and the Frobenius-Wielandt homomorphism.	Martin Kreuzer and Dilip P. Patil 	COMPUTATIONAL ASPECTS OF BURNSIDE RINGS PART II: IMPORTANT MAPS	Accepted for publication	Beiträge zur Algebra und Geometrie / Contributions to Algebra and Geometry		2021				No																																																																					No																																												No																																			No																																					No																									Sole investigator	DST-SERB	Burnside Algebras-Computational Aspects of Commutative Algebra and Algebraic Geometry	2018 to 2021	2 Lakhs per year	No																						Taught the course: MA 312 Commutative Algebra course during Jan-April 2020	Taught  (12 Week long)  NPTEL Course during Jan-April 2020						
7/28/2020 9:22:26	A. K. Nandakumaran	The main theme of the research is to understand the asymptotic analysis of  PDE problems and related optimal control problems in some complex domains. We consider domains whose boundary is rapidly oscillating which  leads to multi-scales in the problem. One of the major issue is the development of the so called unfolding operators which contains information about both scales. We have ingeniously used the unfolding operators not only to carry out the limiting behaviour of the problem under study, it is used to characterize the optimal controls. One needs to construct suitable such operators according to the type of domain and the problem [1], [3-5]. On a completely different direction, a multi-step Volterra integral equation-based algorithm was developed to measure the electric field auto-correlation function from multi-exposure speckle contrast data. This enabled us to derive an estimate of the full diffuse correlation spectroscopy data-type from a low-cost, camera-based system. This method is equally applicable for both single and multiple scattering field auto-correlation models. The feasibility of the system and method was verified using simulation studies, tissue mimicking phantoms and subsequently in in vivo experiments [2]. 	S Aiyappan, A. K. Nandakumaran and Abu Sufian	Asymptotic analysis of Boundary Optimal Control Problem on a General Branched Structure	Published	 Mathematical Methods in the Applied Sciences	42	2019. DOI: 10.1002/mma.5748	6407-6434 	10.1002/mma.5748		Yes	K. Murali, A. K. Nandakumaran, Turgurt Durduran, Hari M Varma	Recovery of the diffuse correlation spectroscopy data-type from speckle contrast measurements: towards low-cost, deep-tissue blood flow measurements	Published	Biomedical Optics Express 5395	10	2019				Yes	S Aiyappan, A. K. Nandakumaran and Ravi Prakash	Locally Periodic Unfolding Operator for Highly Oscillating Rough Domains	Published	Annali di Matematica Pura ed Applicata	198	2019	1931-1954	10.1007/s10231-019-00848-7		Yes	S Aiyappan, A. K. Nandakumaran and Ravi Prakash	Semi-linear optimal control problem on a smooth oscillating domain	Published	Communications in Contemporary Mathematics		2019	1-26	10.1142/S0219199719500299		Yes	S Aiyappan, Editha C. Jose, Ivy Carol B. Lomerio and A. K. Nandakumaran	 Control Problem on a Rough Circular Domain and Homogenization	Published	Asymptotic Analysis	115	2019	 19-46	10.3233/ASY-191526		No																													No																																												No																																			No																																		Ms. Sradha R Bhat, IISER, Thiruvananthapuram	DST Inspire Fellow	May 04 – July 04, 2019	Yes	Ms. Indulekha, IISER, Thiruvananthapuram	May 04 – July 04, 2019	DST Inspire Fellow	Yes	Ms. Muskan Agarwal, Mount Carmel College, Bangalore	General	May 01 – June 09, 2019	Yes	Ms. Rajashree Dahal, Mount Carmel College, Bangalore	General	May 01 – June 09, 2019	Yes	Mr. Arya Samanta, IISER, Pune	General	June-July, 2019	Yes	Ms Nirmala Aurad, Dept of Mathematics, Gulbarga University	Academy	July 03 – August 30, 2019	No					Sole investigator	DST (Matrix)	Unfolding Operators to Study Homogenization Problems in Domains with Highly Oscillating Structures	2018-2021	6.6 lakhs	Yes	Sole investigator	DST	Homogenization of Partial Differential Equations in Certain Complex Domains	2017-2020	19.316 Lakhs	No																Member, Core Committee, KVPY	Member, Library Committee			Convener, KVPY	Member, Library Committee		
7/29/2020 13:35:29	Gautam Bharali	A detailed investigation of the Bergman geometry of domains whose boundaries have isolated infinite-type points was completed. Optimal estimates, from above and below, for the growth of the Bergman kernel (on the diagonal) and the Bergman metric, as one approaches an infinite-type boundary point, were obtained. The class of domains that were studied subsumes all classes of domains that have previously been considered in the literature. These results have appeared in the paper [1].  [1] Bharali, Gautam, On the growth of the Bergman metric near a point of infinite type, J. Geom. Anal. , 30 (2020), 1238-1258.	Bharali, Gautam and Maitra, Anwoy	A weak notion of visibility, a family of examples, and Wolff--Denjoy theorems	Accepted for publication	Annali della Scuola Normale Superiore di Pisa				10.2422/2036-2145.201906_007	http://annaliscienze.sns.it/index.php?page=ForthcomingArticles	Yes	Maitra, Anwoy	On the continuous extension of Kobayashi isometries	Published	Proc. Amer. Math. Soc.	148	2020	3437--3451		https://www.ams.org/journals/proc/2020-148-08/S0002-9939-2020-15038-1/	No																																																											No																																												No																																			No																																		Susheel Shankar, Indian Institute of Science	KVPY	May--July, 2019	No																									Sole investigator	DST	Swarnajayanti Fellowship	2015--2020	Rs. 56.7 lakhs	No																					Newsletter of the Ramanujan Mathematical Society 	Member of the Faculty Selection Committee at IIIT Guwahati in June 2018	Member of the executive committee of IWM (Indian Women and Mathematics)  			Member of the executive committee of IWM (Indian Women and Mathematics)	Served as an independent expert for the Swiss National Science Foundation for the review of project proposals in pure mathematics in 2019.		
